customer_id,gender,date,product_value,store_id,product_id,product_is_red
1000,0,2017-01-01 00:11:31,72.34650252482366,5,516,True
1001,0,2017-01-01 00:29:56,326.0060052789429,2,287,False
1002,1,2017-01-01 01:30:31,420.4536348888079,4,450,False
1003,1,2017-01-01 01:34:22,377.70306357773313,0,81,True
1004,0,2017-01-01 03:11:54,35.62021578732771,7,743,False
1005,1,2017-01-01 10:08:05,125.58227748914138,7,761,True
1006,1,2017-01-01 15:42:57,367.47631500555764,0,69,True
1007,0,2017-01-01 15:59:50,513.9743835980155,6,661,False
1008,0,2017-01-01 18:01:04,4873.990956146802,6,629,False
1009,1,2017-01-01 19:27:17,521.1474053246526,3,316,False
1010,1,2017-01-01 19:41:40,262.65671701844775,5,576,False
1011,1,2017-01-01 22:04:54,267.18769393545466,8,873,False
1012,1,2017-01-01 22:08:16,126.78080240355123,2,240,False
1013,0,2017-01-01 23:51:58,413.4375816485231,7,772,True
1014,1,2017-01-02 00:28:42,125.66928829964071,8,833,False
1015,0,2017-01-02 01:20:53,1700.8435016915678,4,486,True
1016,1,2017-01-02 01:24:13,477.67753947539177,2,224,False
1017,0,2017-01-02 01:42:44,281.30683837104544,0,44,True
1018,0,2017-01-02 01:52:59,539.1754946580214,2,281,False
1017,0,2017-01-02 02:08:52,226.76658921181385,4,474,False
1019,0,2017-01-02 02:17:03,182.68424164849372,1,111,True
1020,0,2017-01-02 02:45:09,80.65382250085388,2,236,False
1021,1,2017-01-02 03:18:18,566.9734932783289,1,112,True
1022,0,2017-01-02 03:36:59,205.9245692323493,2,203,False
1023,0,2017-01-02 04:07:51,88.35422897953335,6,671,False
1024,1,2017-01-02 05:19:48,3403.6050554023946,7,713,True
1025,0,2017-01-02 05:19:49,1422.0206059049005,3,300,False
1026,0,2017-01-02 14:52:06,123.54181361859855,6,602,False
1027,0,2017-01-02 15:49:44,499.03161893533724,5,537,False
1028,0,2017-01-02 16:41:13,287.7584828719364,0,21,True
1029,0,2017-01-02 17:01:25,392.7745387913722,8,857,True
1030,0,2017-01-02 17:37:26,587.8249338858375,3,374,False
1031,0,2017-01-02 17:57:04,370.7388830890312,6,627,False
1032,1,2017-01-02 18:23:06,1014.3825774296922,8,839,True
1033,0,2017-01-02 18:54:17,242.95629681901343,0,17,True
1034,1,2017-01-02 19:33:40,495.21355015220877,6,600,False
1035,0,2017-01-02 20:01:31,526.6025963018468,0,50,True
1036,0,2017-01-02 20:36:49,1082.2634432940968,0,65,True
1037,0,2017-01-02 21:06:35,534.1867217135613,1,178,True
1038,1,2017-01-02 21:29:41,779.6198875356571,2,291,False
1039,0,2017-01-02 22:49:09,347.23801072720596,1,102,True
1040,0,2017-01-02 22:54:55,580.4751117026901,5,564,True
1041,0,2017-01-02 23:25:26,209.68505604380996,8,814,True
1042,0,2017-01-02 23:57:53,415.68096844859065,2,268,False
1043,1,2017-01-03 01:02:01,740.5273987493922,0,28,True
1044,1,2017-01-03 01:47:44,625.4159040888502,0,64,True
1045,0,2017-01-03 02:13:49,667.5123814930248,7,736,False
1046,0,2017-01-03 03:54:06,392.7745387913722,8,857,True
1047,1,2017-01-03 05:22:02,375.63620870918487,5,547,False
1048,0,2017-01-03 11:24:25,160.70160225882245,6,606,False
1049,0,2017-01-03 14:32:13,889.8840944678238,5,551,False
1050,1,2017-01-03 15:27:29,355.5971769997172,3,398,False
1051,0,2017-01-03 16:47:01,946.4276267183703,2,260,False
1052,1,2017-01-03 17:29:33,715.3687733925549,7,716,True
1053,0,2017-01-03 17:32:34,175.80261247991254,8,848,True
1054,1,2017-01-03 19:01:18,371.9451759968026,2,243,False
1055,1,2017-01-03 19:18:56,296.10897144843034,6,615,False
1008,0,2017-01-03 19:23:39,79.39040710427813,1,117,True
1056,0,2017-01-03 19:40:04,227.76907706247226,0,93,True
1057,1,2017-01-03 19:45:37,526.6025963018468,0,50,True
1058,0,2017-01-03 20:07:26,477.67753947539177,2,224,False
1059,1,2017-01-03 20:38:51,117.59651721842377,3,317,False
1060,0,2017-01-03 20:41:00,156.22088108764612,4,427,True
1061,1,2017-01-03 21:06:06,108.01311099069945,8,813,False
